provincia,anio,mes,Mes_Numero,Fecha_Completa,Fecha_Procesada,empleados_registrados_miles
Neuquén,2017,Oct-17,,,12/1/2016,110.47
Neuquén,2017,Nov-17,,,12/1/2016,112.88
Neuquén,2017,dic-17,,,12/1/2016,113.31
Neuquén,2018,ene-18,,,12/1/2017,116.61
Neuquén,2018,Feb-18,,,12/1/2017,116.88
Neuquén,2018,Mar-18,,,12/1/2017,117.13
Neuquén,2018,abr-18,,,12/1/2017,115.28
Neuquén,2018,May-18,,,12/1/2017,114.77
Neuquén,2018,Jun-18,,,12/1/2017,114.11
Neuquén,2018,Jul-18,,,12/1/2017,114.85
Neuquén,2018,ago-18,,,12/1/2017,115.76
Neuquén,2018,Sep-18,,,12/1/2017,115.27
Neuquén,2018,Oct-18,,,12/1/2017,115.89
Neuquén,2018,Nov-18,,,12/1/2017,118.00
Neuquén,2018,dic-18,,,12/1/2017,119.11
Neuquén,2019,ene-19,,,12/1/2018,121.16
Neuquén,2019,Feb-19,,,12/1/2018,122.74
Neuquén,2019,Mar-19,,,12/1/2018,122.89
Neuquén,2019,abr-19,,,12/1/2018,120.69
Neuquén,2019,May-19,,,12/1/2018,120.15
Neuquén,2019,Jun-19,,,12/1/2018,119.77
Neuquén,2019,Jul-19,,,12/1/2018,121.35
Neuquén,2019,ago-19,,,12/1/2018,121.52
Neuquén,2019,Sep-19,,,12/1/2018,121.62
Neuquén,2019,Oct-19,,,12/1/2018,120.72
Neuquén,2019,Nov-19,,,12/1/2018,121.56
Neuquén,2019,dic-19,,,12/1/2018,121.83
Neuquén,2020,ene-20,,,12/1/2019,123.69
Neuquén,2020,Feb-20,,,12/1/2019,123.90
Neuquén,2020,Mar-20,,,12/1/2019,122.77
Neuquén,2020,abr-20,,,12/1/2019,116.76
Neuquén,2020,May-20,,,12/1/2019,113.88
Neuquén,2020,Jun-20,,,12/1/2019,111.48
Neuquén,2020,Jul-20,,,12/1/2019,109.25
Neuquén,2020,ago-20,,,12/1/2019,108.69
Neuquén,2020,Sep-20,,,12/1/2019,108.93
Neuquén,2020,Oct-20,,,12/1/2019,108.77
Neuquén,2020,Nov-20,,,12/1/2019,110.12
Neuquén,2020,dic-20,,,12/1/2019,110.74
Neuquén,2021,ene-21,,,12/1/2020,112.43
Neuquén,2021,Feb-21,,,12/1/2020,113.48
Neuquén,2021,Mar-21,,,12/1/2020,114.77
Neuquén,2021,abr-21,,,12/1/2020,113.23
Neuquén,2021,May-21,,,12/1/2020,112.46
Neuquén,2021,Jun-21,,,12/1/2020,112.55
Neuquén,2021,Jul-21,,,12/1/2020,113.53
Neuquén,2021,ago-21,,,12/1/2020,114.30
Neuquén,2021,Sep-21,,,12/1/2020,114.62
Neuquén,2021,Oct-21,,,12/1/2020,115.17
Río Negro,2009,ene-09,,,12/1/2008,109.33
Río Negro,2009,Feb-09,,,12/1/2008,111.23
Río Negro,2009,Mar-09,,,12/1/2008,107.14
Río Negro,2009,abr-09,,,12/1/2008,93.60
Río Negro,2009,May-09,,,12/1/2008,88.60
Río Negro,2009,Jun-09,,,12/1/2008,89.24
Río Negro,2009,Jul-09,,,12/1/2008,88.03
Río Negro,2009,ago-09,,,12/1/2008,87.11
Río Negro,2009,Sep-09,,,12/1/2008,86.93
Río Negro,2009,Oct-09,,,12/1/2008,86.75
Río Negro,2009,Nov-09,,,12/1/2008,90.48
Río Negro,2009,dic-09,,,12/1/2008,91.54
Río Negro,2010,ene-10,,,12/1/2009,106.05
Río Negro,2010,Feb-10,,,12/1/2009,111.29
Río Negro,2010,Mar-10,,,12/1/2009,109.06
Río Negro,2010,abr-10,,,12/1/2009,98.80
Río Negro,2010,May-10,,,12/1/2009,90.87
Río Negro,2010,Jun-10,,,12/1/2009,91.77
Río Negro,2010,Jul-10,,,12/1/2009,91.14
Río Negro,2010,ago-10,,,12/1/2009,91.25
Río Negro,2010,Sep-10,,,12/1/2009,88.98
Río Negro,2010,Oct-10,,,12/1/2009,89.07
Río Negro,2010,Nov-10,,,12/1/2009,92.97
Río Negro,2010,dic-10,,,12/1/2009,93.21
Río Negro,2011,ene-11,,,12/1/2010,109.59
Río Negro,2011,Feb-11,,,12/1/2010,113.58
Río Negro,2011,Mar-11,,,12/1/2010,111.04
Río Negro,2011,abr-11,,,12/1/2010,102.27
Río Negro,2011,May-11,,,12/1/2010,95.88
Río Negro,2011,Jun-11,,,12/1/2010,95.42
Río Negro,2011,Jul-11,,,12/1/2010,95.39
Río Negro,2011,ago-11,,,12/1/2010,95.37
Río Negro,2011,Sep-11,,,12/1/2010,95.35
Río Negro,2011,Oct-11,,,12/1/2010,95.67
Río Negro,2011,Nov-11,,,12/1/2010,98.30
Río Negro,2011,dic-11,,,12/1/2010,98.13
Río Negro,2012,ene-12,,,12/1/2011,110.05
Río Negro,2012,Feb-12,,,12/1/2011,112.19
Río Negro,2012,Mar-12,,,12/1/2011,110.20
Río Negro,2012,abr-12,,,12/1/2011,101.04
Río Negro,2012,May-12,,,12/1/2011,96.93
Río Negro,2012,Jun-12,,,12/1/2011,96.52
Río Negro,2012,Jul-12,,,12/1/2011,96.67
Río Negro,2012,ago-12,,,12/1/2011,97.30
Río Negro,2012,Sep-12,,,12/1/2011,96.27
Río Negro,2012,Oct-12,,,12/1/2011,96.69
Río Negro,2012,Nov-12,,,12/1/2011,99.40
Río Negro,2012,dic-12,,,12/1/2011,100.02
Río Negro,2013,ene-13,,,12/1/2012,113.02
Río Negro,2013,Feb-13,,,12/1/2012,114.14
Río Negro,2013,Mar-13,,,12/1/2012,111.46
Río Negro,2013,abr-13,,,12/1/2012,103.13
Río Negro,2013,May-13,,,12/1/2012,100.22
Río Negro,2013,Jun-13,,,12/1/2012,99.87
Río Negro,2013,Jul-13,,,12/1/2012,101.01
Río Negro,2013,ago-13,,,12/1/2012,100.87
Río Negro,2013,Sep-13,,,12/1/2012,100.07
Río Negro,2013,Oct-13,,,12/1/2012,100.03
Río Negro,2013,Nov-13,,,12/1/2012,101.51
Río Negro,2013,dic-13,,,12/1/2012,103.35
Río Negro,2014,ene-14,,,12/1/2013,114.10
Río Negro,2014,Feb-14,,,12/1/2013,115.40
Río Negro,2014,Mar-14,,,12/1/2013,112.04
Río Negro,2014,abr-14,,,12/1/2013,105.13
Río Negro,2014,May-14,,,12/1/2013,101.80
Río Negro,2014,Jun-14,,,12/1/2013,101.49
Río Negro,2014,Jul-14,,,12/1/2013,103.07
Río Negro,2014,ago-14,,,12/1/2013,102.85
Río Negro,2014,Sep-14,,,12/1/2013,102.53
Río Negro,2014,Oct-14,,,12/1/2013,102.99
Río Negro,2014,Nov-14,,,12/1/2013,105.08
Río Negro,2014,dic-14,,,12/1/2013,106.82
Río Negro,2015,ene-15,,,12/1/2014,116.24
Río Negro,2015,Feb-15,,,12/1/2014,118.44
Río Negro,2015,Mar-15,,,12/1/2014,115.12
Río Negro,2015,abr-15,,,12/1/2014,109.35
Río Negro,2015,May-15,,,12/1/2014,106.60
Río Negro,2015,Jun-15,,,12/1/2014,106.18
Río Negro,2015,Jul-15,,,12/1/2014,106.93
Río Negro,2015,ago-15,,,12/1/2014,106.87
Río Negro,2015,Sep-15,,,12/1/2014,106.12
Río Negro,2015,Oct-15,,,12/1/2014,106.00
Río Negro,2015,Nov-15,,,12/1/2014,107.65
Río Negro,2015,dic-15,,,12/1/2014,109.15
Río Negro,2016,ene-16,,,12/1/2015,113.81
Río Negro,2016,Feb-16,,,12/1/2015,116.39
Río Negro,2016,Mar-16,,,12/1/2015,113.49
Río Negro,2016,abr-16,,,12/1/2015,107.82
Río Negro,2016,May-16,,,12/1/2015,104.05
Río Negro,2016,Jun-16,,,12/1/2015,102.52
Río Negro,2016,Jul-16,,,12/1/2015,103.46
Río Negro,2016,ago-16,,,12/1/2015,103.45
Río Negro,2016,Sep-16,,,12/1/2015,103.27
Río Negro,2016,Oct-16,,,12/1/2015,102.41
Río Negro,2016,Nov-16,,,12/1/2015,104.48
Río Negro,2016,dic-16,,,12/1/2015,105.11
Río Negro,2017,ene-17,,,12/1/2016,113.18
Río Negro,2017,Feb-17,,,12/1/2016,113.42
Río Negro,2017,Mar-17,,,12/1/2016,110.71
Río Negro,2017,abr-17,,,12/1/2016,104.53
Río Negro,2017,May-17,,,12/1/2016,101.62
Río Negro,2017,Jun-17,,,12/1/2016,101.41
Río Negro,2017,Jul-17,,,12/1/2016,101.83
Río Negro,2017,ago-17,,,12/1/2016,102.01
Río Negro,2017,Sep-17,,,12/1/2016,101.20
Río Negro,2017,Oct-17,,,12/1/2016,100.84
Río Negro,2017,Nov-17,,,12/1/2016,103.36
Río Negro,2017,dic-17,,,12/1/2016,104.82
Río Negro,2018,ene-18,,,12/1/2017,111.81
Río Negro,2018,Feb-18,,,12/1/2017,112.09
Río Negro,2018,Mar-18,,,12/1/2017,110.00
Río Negro,2018,abr-18,,,12/1/2017,104.56
Río Negro,2018,May-18,,,12/1/2017,101.28
Río Negro,2018,Jun-18,,,12/1/2017,100.31
Río Negro,2018,Jul-18,,,12/1/2017,101.37
Río Negro,2018,ago-18,,,12/1/2017,100.97
Río Negro,2018,Sep-18,,,12/1/2017,99.91
Río Negro,2018,Oct-18,,,12/1/2017,99.60
Río Negro,2018,Nov-18,,,12/1/2017,101.50
Río Negro,2018,dic-18,,,12/1/2017,102.20
Río Negro,2019,ene-19,,,12/1/2018,110.28
Río Negro,2019,Feb-19,,,12/1/2018,111.26
Río Negro,2019,Mar-19,,,12/1/2018,109.07
Río Negro,2019,abr-19,,,12/1/2018,103.22
Río Negro,2019,May-19,,,12/1/2018,99.95
Río Negro,2019,Jun-19,,,12/1/2018,99.11
Río Negro,2019,Jul-19,,,12/1/2018,100.27
Río Negro,2019,ago-19,,,12/1/2018,100.08
Río Negro,2019,Sep-19,,,12/1/2018,98.60
Río Negro,2019,Oct-19,,,12/1/2018,98.28
Río Negro,2019,Nov-19,,,12/1/2018,100.05
Río Negro,2019,dic-19,,,12/1/2018,100.41
Río Negro,2020,ene-20,,,12/1/2019,107.82
Río Negro,2020,Feb-20,,,12/1/2019,109.04
Río Negro,2020,Mar-20,,,12/1/2019,106.50
Río Negro,2020,abr-20,,,12/1/2019,98.55
Río Negro,2020,May-20,,,12/1/2019,95.64
Río Negro,2020,Jun-20,,,12/1/2019,95.30
Río Negro,2020,Jul-20,,,12/1/2019,95.69
Río Negro,2020,ago-20,,,12/1/2019,95.66
Río Negro,2020,Sep-20,,,12/1/2019,95.95
Río Negro,2020,Oct-20,,,12/1/2019,96.81
Río Negro,2020,Nov-20,,,12/1/2019,99.25
Río Negro,2020,dic-20,,,12/1/2019,99.46
Río Negro,2021,ene-21,,,12/1/2020,107.09
Río Negro,2021,Feb-21,,,12/1/2020,108.19
Río Negro,2021,Mar-21,,,12/1/2020,106.46
Río Negro,2021,abr-21,,,12/1/2020,101.11
Río Negro,2021,May-21,,,12/1/2020,98.37
Río Negro,2021,Jun-21,,,12/1/2020,97.92
Río Negro,2021,Jul-21,,,12/1/2020,98.24
Río Negro,2021,ago-21,,,12/1/2020,98.40
Río Negro,2021,Sep-21,,,12/1/2020,99.24
Río Negro,2021,Oct-21,,,12/1/2020,98.99
Salta,2009,ene-09,,,12/1/2008,100.33
Salta,2009,Feb-09,,,12/1/2008,100.91
Salta,2009,Mar-09,,,12/1/2008,100.22
Salta,2009,abr-09,,,12/1/2008,97.14
Salta,2009,May-09,,,12/1/2008,98.24
Salta,2009,Jun-09,,,12/1/2008,99.84
Salta,2009,Jul-09,,,12/1/2008,99.95
Salta,2009,ago-09,,,12/1/2008,99.14
Salta,2009,Sep-09,,,12/1/2008,102.08
Salta,2009,Oct-09,,,12/1/2008,105.53
Salta,2009,Nov-09,,,12/1/2008,105.09
Salta,2009,dic-09,,,12/1/2008,103.30
Salta,2010,ene-10,,,12/1/2009,104.11
Salta,2010,Feb-10,,,12/1/2009,105.76
Salta,2010,Mar-10,,,12/1/2009,105.82
Salta,2010,abr-10,,,12/1/2009,101.60
Salta,2010,May-10,,,12/1/2009,102.35
Salta,2010,Jun-10,,,12/1/2009,103.55
Salta,2010,Jul-10,,,12/1/2009,102.70
Salta,2010,ago-10,,,12/1/2009,102.63
Salta,2010,Sep-10,,,12/1/2009,105.89
Salta,2010,Oct-10,,,12/1/2009,108.43
Salta,2010,Nov-10,,,12/1/2009,108.35
Salta,2010,dic-10,,,12/1/2009,107.26
Salta,2011,ene-11,,,12/1/2010,109.52
Salta,2011,Feb-11,,,12/1/2010,111.04
Salta,2011,Mar-11,,,12/1/2010,110.48
Salta,2011,abr-11,,,12/1/2010,106.41
Salta,2011,May-11,,,12/1/2010,107.68
Salta,2011,Jun-11,,,12/1/2010,108.82
Salta,2011,Jul-11,,,12/1/2010,108.83
Salta,2011,ago-11,,,12/1/2010,109.65
Salta,2011,Sep-11,,,12/1/2010,110.90
Salta,2011,Oct-11,,,12/1/2010,114.48
Salta,2011,Nov-11,,,12/1/2010,115.58
Salta,2011,dic-11,,,12/1/2010,112.80
Salta,2012,ene-12,,,12/1/2011,112.74
Salta,2012,Feb-12,,,12/1/2011,112.66
Salta,2012,Mar-12,,,12/1/2011,109.96
Salta,2012,abr-12,,,12/1/2011,105.36
Salta,2012,May-12,,,12/1/2011,106.54
Salta,2012,Jun-12,,,12/1/2011,107.49
Salta,2012,Jul-12,,,12/1/2011,107.63
Salta,2012,ago-12,,,12/1/2011,106.73
Salta,2012,Sep-12,,,12/1/2011,109.07
Salta,2012,Oct-12,,,12/1/2011,112.29
Salta,2012,Nov-12,,,12/1/2011,112.07
Salta,2012,dic-12,,,12/1/2011,110.84
Salta,2013,ene-13,,,12/1/2012,111.58
Salta,2013,Feb-13,,,12/1/2012,111.16
Salta,2013,Mar-13,,,12/1/2012,109.37
Salta,2013,abr-13,,,12/1/2012,105.41
Salta,2013,May-13,,,12/1/2012,105.76
Salta,2013,Jun-13,,,12/1/2012,105.56
Salta,2013,Jul-13,,,12/1/2012,106.33
Salta,2013,ago-13,,,12/1/2012,107.34
Salta,2013,Sep-13,,,12/1/2012,109.48
Salta,2013,Oct-13,,,12/1/2012,114.69
Salta,2013,Nov-13,,,12/1/2012,115.87
Salta,2013,dic-13,,,12/1/2012,113.84
Salta,2014,ene-14,,,12/1/2013,116.66
Salta,2014,Feb-14,,,12/1/2013,116.19
Salta,2014,Mar-14,,,12/1/2013,115.06
Salta,2014,abr-14,,,12/1/2013,109.40
Salta,2014,May-14,,,12/1/2013,110.68
Salta,2014,Jun-14,,,12/1/2013,111.32
Salta,2014,Jul-14,,,12/1/2013,111.63
Salta,2014,ago-14,,,12/1/2013,111.93
Salta,2014,Sep-14,,,12/1/2013,116.89
Salta,2014,Oct-14,,,12/1/2013,118.13
Salta,2014,Nov-14,,,12/1/2013,118.61
Salta,2014,dic-14,,,12/1/2013,119.79
Salta,2015,ene-15,,,12/1/2014,119.48
Salta,2015,Feb-15,,,12/1/2014,121.30
Salta,2015,Mar-15,,,12/1/2014,120.55
Salta,2015,abr-15,,,12/1/2014,115.32
Salta,2015,May-15,,,12/1/2014,114.93
Salta,2015,Jun-15,,,12/1/2014,115.56
Salta,2015,Jul-15,,,12/1/2014,114.43
Salta,2015,ago-15,,,12/1/2014,115.29
Salta,2015,Sep-15,,,12/1/2014,119.21
Salta,2015,Oct-15,,,12/1/2014,120.03
Salta,2015,Nov-15,,,12/1/2014,120.54
Salta,2015,dic-15,,,12/1/2014,119.37
Salta,2016,ene-16,,,12/1/2015,118.52
Salta,2016,Feb-16,,,12/1/2015,118.66
Salta,2016,Mar-16,,,12/1/2015,117.60
Salta,2016,abr-16,,,12/1/2015,112.63
Salta,2016,May-16,,,12/1/2015,111.49
Salta,2016,Jun-16,,,12/1/2015,112.42
Salta,2016,Jul-16,,,12/1/2015,112.53
Salta,2016,ago-16,,,12/1/2015,112.37
Salta,2016,Sep-16,,,12/1/2015,116.56
Salta,2016,Oct-16,,,12/1/2015,118.62
Salta,2016,Nov-16,,,12/1/2015,119.12
Salta,2016,dic-16,,,12/1/2015,118.85
Salta,2017,ene-17,,,12/1/2016,120.10
Salta,2017,Feb-17,,,12/1/2016,119.86
Salta,2017,Mar-17,,,12/1/2016,119.29
Salta,2017,abr-17,,,12/1/2016,112.77
Salta,2017,May-17,,,12/1/2016,111.76
Salta,2017,Jun-17,,,12/1/2016,112.94
Salta,2017,Jul-17,,,12/1/2016,114.63
Salta,2017,ago-17,,,12/1/2016,113.47
Salta,2017,Sep-17,,,12/1/2016,117.21
Salta,2017,Oct-17,,,12/1/2016,118.85
Salta,2017,Nov-17,,,12/1/2016,119.76
Salta,2017,dic-17,,,12/1/2016,121.23
Salta,2018,ene-18,,,12/1/2017,120.74
Salta,2018,Feb-18,,,12/1/2017,119.85
Salta,2018,Mar-18,,,12/1/2017,118.80
Salta,2018,abr-18,,,12/1/2017,113.49
Salta,2018,May-18,,,12/1/2017,113.36
Salta,2018,Jun-18,,,12/1/2017,112.67
Salta,2018,Jul-18,,,12/1/2017,113.08
Salta,2018,ago-18,,,12/1/2017,113.56
Salta,2018,Sep-18,,,12/1/2017,115.94
Salta,2018,Oct-18,,,12/1/2017,118.90
Salta,2018,Nov-18,,,12/1/2017,119.77
Salta,2018,dic-18,,,12/1/2017,119.85
Salta,2019,ene-19,,,12/1/2018,119.93
Salta,2019,Feb-19,,,12/1/2018,119.57
Salta,2019,Mar-19,,,12/1/2018,117.31
Salta,2019,abr-19,,,12/1/2018,112.86
Salta,2019,May-19,,,12/1/2018,112.89
Salta,2019,Jun-19,,,12/1/2018,113.33
Salta,2019,Jul-19,,,12/1/2018,114.51
Salta,2019,ago-19,,,12/1/2018,115.08
Salta,2019,Sep-19,,,12/1/2018,117.44
Salta,2019,Oct-19,,,12/1/2018,118.18
Salta,2019,Nov-19,,,12/1/2018,118.78
Salta,2019,dic-19,,,12/1/2018,117.92
Salta,2020,ene-20,,,12/1/2019,118.48
Salta,2020,Feb-20,,,12/1/2019,118.16
Salta,2020,Mar-20,,,12/1/2019,116.25
Salta,2020,abr-20,,,12/1/2019,109.01
Salta,2020,May-20,,,12/1/2019,107.26
Salta,2020,Jun-20,,,12/1/2019,106.96
Salta,2020,Jul-20,,,12/1/2019,105.86
Salta,2020,ago-20,,,12/1/2019,105.79
Salta,2020,Sep-20,,,12/1/2019,108.16
Salta,2020,Oct-20,,,12/1/2019,109.20
Salta,2020,Nov-20,,,12/1/2019,110.06
Salta,2020,dic-20,,,12/1/2019,110.88
Salta,2021,ene-21,,,12/1/2020,112.17
Salta,2021,Feb-21,,,12/1/2020,113.08
Salta,2021,Mar-21,,,12/1/2020,113.84
Salta,2021,abr-21,,,12/1/2020,109.76
Salta,2021,May-21,,,12/1/2020,108.63
Salta,2021,Jun-21,,,12/1/2020,109.58
Salta,2021,Jul-21,,,12/1/2020,109.57
Salta,2021,ago-21,,,12/1/2020,110.84
Salta,2021,Sep-21,,,12/1/2020,112.92
Salta,2021,Oct-21,,,12/1/2020,113.97
San Juan,2009,ene-09,,,12/1/2008,73.95
San Juan,2009,Feb-09,,,12/1/2008,74.53
San Juan,2009,Mar-09,,,12/1/2008,76.43
San Juan,2009,abr-09,,,12/1/2008,74.26
San Juan,2009,May-09,,,12/1/2008,72.67
San Juan,2009,Jun-09,,,12/1/2008,72.09
San Juan,2009,Jul-09,,,12/1/2008,71.68
San Juan,2009,ago-09,,,12/1/2008,70.11
San Juan,2009,Sep-09,,,12/1/2008,69.24
San Juan,2009,Oct-09,,,12/1/2008,69.80
San Juan,2009,Nov-09,,,12/1/2008,70.91
San Juan,2009,dic-09,,,12/1/2008,72.37
San Juan,2010,ene-10,,,12/1/2009,72.83
San Juan,2010,Feb-10,,,12/1/2009,74.97
San Juan,2010,Mar-10,,,12/1/2009,75.69
San Juan,2010,abr-10,,,12/1/2009,74.63
San Juan,2010,May-10,,,12/1/2009,72.86
San Juan,2010,Jun-10,,,12/1/2009,73.69
San Juan,2010,Jul-10,,,12/1/2009,73.13
San Juan,2010,ago-10,,,12/1/2009,73.36
San Juan,2010,Sep-10,,,12/1/2009,73.68
San Juan,2010,Oct-10,,,12/1/2009,75.17
San Juan,2010,Nov-10,,,12/1/2009,76.58
San Juan,2010,dic-10,,,12/1/2009,78.65
San Juan,2011,ene-11,,,12/1/2010,80.27
San Juan,2011,Feb-11,,,12/1/2010,81.26
San Juan,2011,Mar-11,,,12/1/2010,81.95
San Juan,2011,abr-11,,,12/1/2010,81.89
San Juan,2011,May-11,,,12/1/2010,81.37
San Juan,2011,Jun-11,,,12/1/2010,82.55
San Juan,2011,Jul-11,,,12/1/2010,82.09
San Juan,2011,ago-11,,,12/1/2010,82.43
San Juan,2011,Sep-11,,,12/1/2010,82.55
San Juan,2011,Oct-11,,,12/1/2010,83.40
San Juan,2011,Nov-11,,,12/1/2010,85.18
San Juan,2011,dic-11,,,12/1/2010,85.92
San Juan,2012,ene-12,,,12/1/2011,86.29
San Juan,2012,Feb-12,,,12/1/2011,87.05
San Juan,2012,Mar-12,,,12/1/2011,89.11
San Juan,2012,abr-12,,,12/1/2011,87.58
San Juan,2012,May-12,,,12/1/2011,86.76
San Juan,2012,Jun-12,,,12/1/2011,87.12
San Juan,2012,Jul-12,,,12/1/2011,86.95
San Juan,2012,ago-12,,,12/1/2011,87.07
San Juan,2012,Sep-12,,,12/1/2011,87.27
San Juan,2012,Oct-12,,,12/1/2011,88.01
San Juan,2012,Nov-12,,,12/1/2011,89.41
San Juan,2012,dic-12,,,12/1/2011,90.88
San Juan,2013,ene-13,,,12/1/2012,91.12
San Juan,2013,Feb-13,,,12/1/2012,93.07
San Juan,2013,Mar-13,,,12/1/2012,94.78
San Juan,2013,abr-13,,,12/1/2012,94.79
San Juan,2013,May-13,,,12/1/2012,92.46
San Juan,2013,Jun-13,,,12/1/2012,91.37
San Juan,2013,Jul-13,,,12/1/2012,90.64
San Juan,2013,ago-13,,,12/1/2012,88.90
San Juan,2013,Sep-13,,,12/1/2012,87.35
San Juan,2013,Oct-13,,,12/1/2012,90.41
San Juan,2013,Nov-13,,,12/1/2012,87.02
San Juan,2013,dic-13,,,12/1/2012,86.34
San Juan,2014,ene-14,,,12/1/2013,84.53
San Juan,2014,Feb-14,,,12/1/2013,84.99
San Juan,2014,Mar-14,,,12/1/2013,87.85
San Juan,2014,abr-14,,,12/1/2013,82.87
San Juan,2014,May-14,,,12/1/2013,81.43
San Juan,2014,Jun-14,,,12/1/2013,81.31
San Juan,2014,Jul-14,,,12/1/2013,80.97
San Juan,2014,ago-14,,,12/1/2013,81.02
San Juan,2014,Sep-14,,,12/1/2013,81.06
San Juan,2014,Oct-14,,,12/1/2013,81.88
San Juan,2014,Nov-14,,,12/1/2013,82.20
San Juan,2014,dic-14,,,12/1/2013,82.21
San Juan,2015,ene-15,,,12/1/2014,82.79
San Juan,2015,Feb-15,,,12/1/2014,83.59
San Juan,2015,Mar-15,,,12/1/2014,84.16
San Juan,2015,abr-15,,,12/1/2014,83.95
San Juan,2015,May-15,,,12/1/2014,82.20
San Juan,2015,Jun-15,,,12/1/2014,83.11
San Juan,2015,Jul-15,,,12/1/2014,81.71
San Juan,2015,ago-15,,,12/1/2014,81.37
San Juan,2015,Sep-15,,,12/1/2014,80.91
San Juan,2015,Oct-15,,,12/1/2014,80.71
San Juan,2015,Nov-15,,,12/1/2014,80.56
San Juan,2015,dic-15,,,12/1/2014,80.22
San Juan,2016,ene-16,,,12/1/2015,80.02
San Juan,2016,Feb-16,,,12/1/2015,81.57
San Juan,2016,Mar-16,,,12/1/2015,81.87
San Juan,2016,abr-16,,,12/1/2015,80.64
San Juan,2016,May-16,,,12/1/2015,79.79
San Juan,2016,Jun-16,,,12/1/2015,79.71
San Juan,2016,Jul-16,,,12/1/2015,79.35
San Juan,2016,ago-16,,,12/1/2015,79.15
San Juan,2016,Sep-16,,,12/1/2015,79.19
San Juan,2016,Oct-16,,,12/1/2015,79.30
San Juan,2016,Nov-16,,,12/1/2015,79.70
San Juan,2016,dic-16,,,12/1/2015,79.84
San Juan,2017,ene-17,,,12/1/2016,80.06
San Juan,2017,Feb-17,,,12/1/2016,80.85
San Juan,2017,Mar-17,,,12/1/2016,81.81
San Juan,2017,abr-17,,,12/1/2016,79.47
San Juan,2017,May-17,,,12/1/2016,79.05
San Juan,2017,Jun-17,,,12/1/2016,80.02
San Juan,2017,Jul-17,,,12/1/2016,79.42
San Juan,2017,ago-17,,,12/1/2016,79.90
San Juan,2017,Sep-17,,,12/1/2016,80.74
San Juan,2017,Oct-17,,,12/1/2016,81.24
San Juan,2017,Nov-17,,,12/1/2016,81.99
San Juan,2017,dic-17,,,12/1/2016,82.16
San Juan,2018,ene-18,,,12/1/2017,82.61
San Juan,2018,Feb-18,,,12/1/2017,83.31
San Juan,2018,Mar-18,,,12/1/2017,83.80
San Juan,2018,abr-18,,,12/1/2017,83.18
San Juan,2018,May-18,,,12/1/2017,81.77
San Juan,2018,Jun-18,,,12/1/2017,81.11
San Juan,2018,Jul-18,,,12/1/2017,80.67
San Juan,2018,ago-18,,,12/1/2017,80.85
San Juan,2018,Sep-18,,,12/1/2017,80.50
San Juan,2018,Oct-18,,,12/1/2017,80.91
San Juan,2018,Nov-18,,,12/1/2017,80.84
San Juan,2018,dic-18,,,12/1/2017,80.38
San Juan,2019,ene-19,,,12/1/2018,80.69
San Juan,2019,Feb-19,,,12/1/2018,81.98
San Juan,2019,Mar-19,,,12/1/2018,82.07
San Juan,2019,abr-19,,,12/1/2018,80.88
San Juan,2019,May-19,,,12/1/2018,79.98
San Juan,2019,Jun-19,,,12/1/2018,78.51
San Juan,2019,Jul-19,,,12/1/2018,77.77
San Juan,2019,ago-19,,,12/1/2018,77.27
San Juan,2019,Sep-19,,,12/1/2018,75.86
San Juan,2019,Oct-19,,,12/1/2018,75.62
San Juan,2019,Nov-19,,,12/1/2018,76.00
San Juan,2019,dic-19,,,12/1/2018,76.01
San Juan,2020,ene-20,,,12/1/2019,76.20
San Juan,2020,Feb-20,,,12/1/2019,77.16
San Juan,2020,Mar-20,,,12/1/2019,77.04
San Juan,2020,abr-20,,,12/1/2019,72.55
San Juan,2020,May-20,,,12/1/2019,70.55
San Juan,2020,Jun-20,,,12/1/2019,70.23
San Juan,2020,Jul-20,,,12/1/2019,70.18
San Juan,2020,ago-20,,,12/1/2019,70.39
San Juan,2020,Sep-20,,,12/1/2019,70.27
San Juan,2020,Oct-20,,,12/1/2019,71.36
San Juan,2020,Nov-20,,,12/1/2019,72.40
San Juan,2020,dic-20,,,12/1/2019,72.53
San Juan,2021,ene-21,,,12/1/2020,73.39
San Juan,2021,Feb-21,,,12/1/2020,74.66
San Juan,2021,Mar-21,,,12/1/2020,75.86
San Juan,2021,abr-21,,,12/1/2020,76.09
San Juan,2021,May-21,,,12/1/2020,75.38
San Juan,2021,Jun-21,,,12/1/2020,74.63
San Juan,2021,Jul-21,,,12/1/2020,74.77
San Juan,2021,ago-21,,,12/1/2020,75.08
San Juan,2021,Sep-21,,,12/1/2020,75.45
San Juan,2021,Oct-21,,,12/1/2020,75.85
San Luis,2009,ene-09,,,12/1/2008,52.39
San Luis,2009,Feb-09,,,12/1/2008,51.64
San Luis,2009,Mar-09,,,12/1/2008,51.53
San Luis,2009,abr-09,,,12/1/2008,51.05
San Luis,2009,May-09,,,12/1/2008,50.78
San Luis,2009,Jun-09,,,12/1/2008,50.33
San Luis,2009,Jul-09,,,12/1/2008,50.56
San Luis,2009,ago-09,,,12/1/2008,51.00
San Luis,2009,Sep-09,,,12/1/2008,51.41
San Luis,2009,Oct-09,,,12/1/2008,51.90
San Luis,2009,Nov-09,,,12/1/2008,53.14
San Luis,2009,dic-09,,,12/1/2008,53.51
San Luis,2010,ene-10,,,12/1/2009,53.60
